"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2020",1197917.93677558,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2021",1259414.4405574,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2022",1302655.0037414,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2023",1343408,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2024",1382308,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2025",1420290,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2026",1458150,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2027",1496279,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2028",1534820,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2029",1573857,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2030",1613475,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2031",1653734,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2032",1694653,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2033",1736199,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2034",1778305,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2035",1820914,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2036",1864007,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2037",1907572,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2038",1951647,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2039",1996285,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2040",2041542,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2041",2087444,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2042",2133960,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2043",2180996,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2044",2228435,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2045",2276186,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2046",2324232,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2047",2372592,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2048",2421374,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2049",2470749,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2050",2520930,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2051",2572145,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2052",2624589,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2053",2678432,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2054",2733837,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2055",2790961,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2056",2849944,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2057",2910808,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2058",2973533,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2059",3038041,
"AUS","GDPLTFORECAST","TOT","MLN_USD","A","2060",3104236,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2020",437084.320458993,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2021",452011.256509762,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2022",471168.042715934,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2023",480550.1,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2024",486799.4,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2025",491996.9,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2026",496936.5,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2027",501964.6,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2028",507157.2,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2029",512480.6,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2030",517924.7,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2031",523491.4,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2032",529171.3,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2033",534955.2,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2034",540829.7,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2035",546780.5,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2036",552796.1,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2037",558854.9,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2038",564934.1,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2039",571011.4,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2040",577072.5,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2041",583113.6,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2042",589144.8,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2043",595180.7,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2044",601235.3,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2045",607318.8,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2046",613439.4,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2047",619599.1,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2048",625807.3,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2049",632072.6,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2050",638403.8,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2051",644812.6,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2052",651323.4,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2053",657956,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2054",664730.1,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2055",671663.6,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2056",678770.8,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2057",686049.4,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2058",693511.4,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2059",701156.6,
"AUT","GDPLTFORECAST","TOT","MLN_USD","A","2060",708969.2,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2020",520441.260777493,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2021",545037.103774196,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2022",564146.85660565,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2023",573495.7,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2024",580728.8,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2025",587727.3,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2026",594831.3,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2027",602068.8,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2028",609449.2,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2029",616906.6,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2030",624413.5,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2031",631966.4,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2032",639531.8,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2033",647092.5,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2034",654627.9,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2035",662116.3,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2036",669541.8,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2037",676896.9,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2038",684186.9,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2039",691425.7,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2040",698631.6,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2041",705825.1,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2042",713020,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2043",720235.7,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2044",727490.4,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2045",734801.3,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2046",742191.6,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2047",749683.4,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2048",757308.4,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2049",765092.6,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2050",773055,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2051",781211,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2052",789560.6,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2053",798126.6,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2054",806931.8,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2055",815994.5,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2056",825326.6,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2057",834937.6,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2058",844831.7,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2059",855001.6,
"BEL","GDPLTFORECAST","TOT","MLN_USD","A","2060",865426.9,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2020",1638195.72037572,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2021",1738685.47449996,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2022",1803949.39041425,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2023",1845470,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2024",1879382,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2025",1910677,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2026",1941028,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2027",1971131,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2028",2001342,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2029",2031657,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2030",2062052,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2031",2092519,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2032",2123074,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2033",2153713,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2034",2184405,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2035",2215121,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2036",2245861,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2037",2276670,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2038",2307601,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2039",2338696,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2040",2369987,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2041",2401500,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2042",2433262,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2043",2465259,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2044",2497441,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2045",2529752,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2046",2562170,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2047",2594744,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2048",2627496,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2049",2660443,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2050",2693609,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2051",2727039,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2052",2760775,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2053",2794863,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2054",2829321,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2055",2864165,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2056",2899452,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2057",2935248,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2058",2971639,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2059",3008671,
"CAN","GDPLTFORECAST","TOT","MLN_USD","A","2060",3046355,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2020",384405.556264009,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2021",397022.531917543,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2022",416425.887834248,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2023",431251.3,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2024",443279.2,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2025",453949.6,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2026",463918.7,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2027",473497.5,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2028",482798.1,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2029",491815.6,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2030",500506.5,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2031",508823.3,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2032",516726.2,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2033",524181.2,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2034",531163.2,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2035",537674.8,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2036",543751.3,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2037",549450.4,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2038",554840,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2039",559999.3,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2040",565027,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2041",570023.3,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2042",575048.9,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2043",580123.3,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2044",585238.7,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2045",590375.8,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2046",595517.4,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2047",600629.7,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2048",605694.7,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2049",610713.2,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2050",615721.5,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2051",620785.2,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2052",625987.7,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2053",631429.8,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2054",637206.9,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2055",643402.5,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2056",650056,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2057",657150.8,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2058",664638.6,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2059",672446.7,
"CZE","GDPLTFORECAST","TOT","MLN_USD","A","2060",680495.6,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2020",302471.516401457,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2021",311007.286441976,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2022",320046.916745838,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2023",326134.7,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2024",331166.7,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2025",335827.4,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2026",340339.5,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2027",344736.7,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2028",349051.9,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2029",353276.9,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2030",357414.8,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2031",361478.9,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2032",365477.3,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2033",369443,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2034",373405.7,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2035",377386.1,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2036",381399.8,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2037",385464,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2038",389596.1,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2039",393812.9,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2040",398130.6,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2041",402569.6,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2042",407158.6,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2043",411916.2,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2044",416850.5,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2045",421957.9,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2046",427228.9,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2047",432658.9,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2048",438236.1,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2049",443949.7,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2050",449791.4,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2051",455758.6,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2052",461854.5,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2053",468079,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2054",474431.6,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2055",480916.9,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2056",487545.2,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2057",494322.7,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2058",501256.3,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2059",508352.6,
"DNK","GDPLTFORECAST","TOT","MLN_USD","A","2060",515615.3,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2020",246452.317339958,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2021",252828.06455641,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2022",259614.702503063,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2023",263691,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2024",266977.8,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2025",270100.1,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2026",273269,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2027",276489.3,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2028",279745.3,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2029",283025.6,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2030",286323.5,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2031",289634.1,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2032",292942.4,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2033",296247.9,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2034",299547.5,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2035",302833.3,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2036",306095,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2037",309323.4,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2038",312508.7,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2039",315638.7,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2040",318703.3,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2041",321703,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2042",324642.4,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2043",327540.5,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2044",330419.1,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2045",333296.3,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2046",336182.3,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2047",339072.5,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2048",341963.4,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2049",344852.9,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2050",347743.8,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2051",350641.7,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2052",353548.4,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2053",356466.1,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2054",359397.7,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2055",362350.3,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2056",365332.7,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2057",368348.3,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2058",371399.4,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2059",374485.9,
"FIN","GDPLTFORECAST","TOT","MLN_USD","A","2060",377604.1,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2020",2669280.2573897,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2021",2823768.09620666,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2022",2935513.43703451,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2023",2992562,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2024",3034071,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2025",3071890,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2026",3109641,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2027",3148105,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2028",3187267,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2029",3226815,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2030",3266564,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2031",3306480,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2032",3346445,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2033",3386504,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2034",3426783,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2035",3467468,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2036",3508727,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2037",3550510,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2038",3592766,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2039",3635469,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2040",3678671,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2041",3722469,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2042",3766844,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2043",3811787,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2044",3857318,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2045",3903525,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2046",3950559,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2047",3998416,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2048",4047162,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2049",4096935,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2050",4147962,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2051",4200476,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2052",4254467,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2053",4309873,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2054",4366650,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2055",4424836,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2056",4484515,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2057",4545554,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2058",4607810,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2059",4671200,
"FRA","GDPLTFORECAST","TOT","MLN_USD","A","2060",4735778,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2020",3947166.73612686,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2021",4077562.93265552,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2022",4257314.08509196,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2023",4338827,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2024",4385355,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2025",4419373,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2026",4449217,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2027",4478150,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2028",4507380,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2029",4536670,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2030",4565995,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2031",4595534,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2032",4625521,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2033",4656349,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2034",4688367,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2035",4721863,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2036",4757042,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2037",4793973,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2038",4832613,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2039",4872740,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2040",4914029,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2041",4956185,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2042",4999058,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2043",5042536,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2044",5086551,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2045",5131040,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2046",5175978,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2047",5221425,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2048",5267470,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2049",5314173,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2050",5361523,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2051",5409485,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2052",5458138,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2053",5507556,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2054",5557900,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2055",5609415,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2056",5662351,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2057",5716947,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2058",5773277,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2059",5831274,
"DEU","GDPLTFORECAST","TOT","MLN_USD","A","2060",5890765,
"GRC","GDPLTFORECAST","TOT","MLN_USD","A","2020",276594.487113693,
